;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;62;60394;719;21;7,9385403329065305;98,79077063860383;74,6987951807229;98,82349091028095;85,91854111046759;14,351851851851853;27,852650494159928
pca-quart;74;59651;1459;9;4,827136333985649;97,60103279786904;89,1566265060241;97,61250204549174;93,28880633381702;9,158415841584159;19,839142091152816
mlp-1camadas-min;61;60525;588;22;9,399075500770415;99,00320282371396;73,49397590361446;99,03784792106426;85,3152108867846;16,666666666666668;31,090723751274208
mlp-1camadas-quart;73;59937;1173;10;5,858747993579454;98,06677234324188;87,95180722891567;98,08051055473736;92,87818988989767;10,985703536493606;23,130544993662866
mlp-3camadas-min;62;60225;888;21;6,526315789473684;98,51460879796065;74,6987951807229;98,5469540032399;85,79824434551175;12,003872216844144;24,180967238689547
mlp-3camadas-quart;74;59195;1915;9;3,720462543991956;96,8558495252725;89,1566265060241;96,8663066601211;92,9315507452362;7,142857142857142;15,941404566996983
oc-svm-min;0;61106;7;83;0,0;99,85293156415452;0,0;99,98854580858409;0,0;0,0;0,0
oc-svm-quart;0;61098;12;83;0,0;99,84475348487572;0,0;99,98036327933235;0,0;0,0;0,0
if-min;0;61102;11;83;0,0;99,84639518922805;0,0;99,98200055634643;0,0;0,0;0,0
if-quart;9;61067;43;74;17,307692307692307;99,80880166032063;10,843373493975903;99,92963508427425;32,917690628832155;13,333333333333334;11,71875
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;61;60583;435;21;12,298387096774194;99,25368248772504;74,39024390243902;99,28709561113114;85,94178994457137;21,10726643598616;37,01456310679612
