,ACC1,Num_VP,VP_rate,Num_VN,VN_rate,Num_FP,FP_rate,Num_FN,FN_rate,ACC2,Sensibilidade,Especificidade,MG,Precisão,F1
5 neurônios,91.34029377644886,76.0,91.56626506024097,55827.0,91.33998691099477,5293.0,8.660013089005236,7.0,8.433734939759036,91.34029377644886,91.56626506024097,91.33998691099477,91.45305600192422,1.4155336189234495,2.7879677182685256
15 neurônios,88.88943352450043,81.0,97.59036144578313,54322.0,88.87761780104712,6798.0,11.122382198952879,2.0,2.4096385542168677,88.88943352450043,97.59036144578313,88.87761780104712,93.1321579565531,1.1774967291757523,2.3269175524274632
25 neurônios,87.14768883878241,82.0,98.79518072289157,53255.0,87.13187172774869,7865.0,12.868128272251308,1.0,1.2048192771084338,87.14768883878241,98.79518072289157,87.13187172774869,92.78043443564349,1.0318359129231156,2.0423412204234124
35 neurônios,86.22943319771906,82.0,98.79518072289157,52693.0,86.21236910994764,8427.0,13.787630890052355,1.0,1.2048192771084338,86.22943319771906,98.79518072289157,86.21236910994764,92.28958005520403,0.9636855094605712,1.9087523277467413
45 neurônios,84.83080894727382,83.0,100.0,51836.0,84.81020942408377,9284.0,15.18979057591623,0.0,0.0,84.83080894727382,100.0,84.81020942408377,92.09245866197936,0.8860894630084338,1.7566137566137567
55 neurônios,85.08569841347646,82.0,98.79518072289157,51993.0,85.06708115183245,9127.0,14.932918848167539,1.0,1.2048192771084338,85.08569841347646,98.79518072289157,85.06708115183245,91.67452021125702,0.8904332717993267,1.7649591046061128
65 neurônios,83.59394147345718,83.0,100.0,51079.0,83.57166230366492,10041.0,16.428337696335078,0.0,0.0,83.59394147345718,100.0,83.57166230366492,91.41753787084015,0.8198340576847096,1.6263348682276868
75 neurônios,83.99261474110746,83.0,100.0,51323.0,83.97087696335079,9797.0,16.029123036649214,0.0,0.0,83.99261474110746,100.0,83.97087696335079,91.63562460274431,0.840080971659919,1.666164809796246
85 neurônios,81.84566116040064,83.0,100.0,50009.0,81.82100785340315,11111.0,18.17899214659686,0.0,0.0,81.84566116040064,100.0,81.82100785340315,90.45496550958556,0.7414686439163838,1.4720227010729805
95 neurônios,83.06292175220169,83.0,100.0,50754.0,83.03992146596859,10366.0,16.960078534031414,0.0,0.0,83.06292175220169,100.0,83.03992146596859,91.1262429083788,0.7943343860656522,1.5761488796050132
105 neurônios,81.18883061287845,83.0,100.0,49607.0,81.16328534031413,11513.0,18.836714659685864,0.0,0.0,81.18883061287845,100.0,81.16328534031413,90.09066840706319,0.7157640565712314,1.4213545680280846
